,title,genre
1,"['Mystère', 'The Tomorrow War', 'Infinite', 'Mother/Android', 'Gunpowder Milkshake', 'Cyrano', 'Mothering Sunday', 'The Mitchells vs the Machines', 'Maanaadu', 'The Eyes of Tammy Faye', 'The Protégé', 'The Black Phone', 'The Novice', 'The Tender Bar', 'Passing', 'Father Christmas Is Back', 'A mil kilómetros de la Navidad', 'Candyman', 'Cry Macho', 'Chaos Walking', 'Annette', 'Dos', 'The Fight Before Christmas', 'Mistletoe Mixup', 'Madres paralelas', 'Cherry', 'Dear Evan Hansen', 'Lulli', 'Copshop', 'The Humans', 'Satyameva Jayate 2', 'Old Henry', 'The Voyeurs', 'Boxing Day', 'Kate', 'Fortress', 'Barb and Star Go to Vista Del Mar', 'Space Jam: A New Legacy', 'Reminiscence', 'Those Who Wish Me Dead', 'The Ice Road', 'Cinderella', 'Judas and the Black Messiah', 'A California Christmas: City Lights', 'Mixtape', 'Kurup', 'No Sudden Move', ""Don't Breathe 2"", 'Malcolm & Marie', 'The Conjuring: The Devil Made Me Do It']","['Drama', 'Action, Adventure, Drama', 'Action, Sci-Fi, Thriller', 'Drama, Sci-Fi, Thriller', 'Action, Crime, Thriller', 'Drama, Musical, Romance', 'Drama, Romance', 'Animation, Adventure, Comedy', 'Action, Adventure, Sci-Fi', 'Biography, Drama, Romance', 'Action, Thriller', 'Horror', 'Drama, Thriller', 'Drama', 'Drama', 'Comedy', 'Comedy, Romance', 'Horror, Thriller', 'Drama, Thriller, Western', 'Action, Adventure, Fantasy', 'Drama, Musical, Romance', 'Drama, Mystery, Thriller', 'Comedy', 'Comedy, Romance', 'Drama', 'Crime, Drama', 'Drama, Musical', 'Comedy, Romance', 'Action, Crime, Thriller', 'Drama', 'Action, Crime, Drama', 'Thriller, Western', 'Drama, Mystery, Thriller', 'Comedy, Romance', 'Action, Adventure, Crime', 'Action, Thriller', 'Comedy', 'Animation, Adventure, Comedy', 'Mystery, Romance, Sci-Fi', 'Action, Crime, Drama', 'Action, Adventure, Drama', 'Comedy, Family, Fantasy', 'Biography, Drama, History', 'Comedy, Drama, Romance', 'Comedy, Drama, Family', 'Biography, Crime, Thriller', 'Crime, Drama, Mystery', 'Action, Drama, Horror', 'Drama, Romance', 'Horror, Mystery, Thriller']"
2,"['De uskyldige', 'Snake Eyes: G.I. Joe Origins', 'Wrong Turn', 'Intrusion', 'Queenpins', 'Halloween Kills', 'The Mauritanian', 'Voyagers', 'Escape Room: Tournament of Champions', 'Gekijouban Jujutsu Kaisen 0', 'The Dig', 'The Whole Truth', 'Shyam Singha Roy', 'The Marksman', 'Tom & Jerry', 'Boiling Point', 'Respect', 'The Woman in the Window', 'Dangerous', 'PAW Patrol: The Movie', 'South Park: Post Covid', 'SAS: Red Notice', 'Vivo', 'I onde dager', 'Ryû to sobakasu no hime', 'The Princess Switch 3: Romancing the Star', 'Till Death', 'The Lady of Heaven', 'Way Down', 'Jolt', 'Stowaway', 'Memoria', 'Spiral: From the Book of Saw', 'Ghahreman', 'Petite maman', 'Without Remorse', 'Coming 2 America', 'Sweet Girl', 'The Misfits', 'Next Stop, Christmas', 'The Boss Baby: Family Business', 'A Christmas Number One', 'Hypnotic', 'Chandigarh Kare Aashiqui', 'Aftermath', 'Censor', 'Night Teeth', 'The Gardener', 'Sardar Udham', 'Coming Home in the Dark']","['Drama, Horror, Mystery', 'Action, Adventure, Fantasy', 'Horror, Thriller', 'Drama, Thriller', 'Comedy, Crime', 'Horror, Thriller', 'Drama, Thriller', 'Adventure, Sci-Fi, Thriller', 'Action, Adventure, Horror', 'Animation, Action, Fantasy', 'Biography, Drama, History', 'Drama, Horror, Mystery', 'Drama, Horror, Thriller', 'Action, Adventure, Thriller', 'Animation, Adventure, Comedy', 'Drama, Thriller', 'Biography, Drama, Music', 'Crime, Drama, Mystery', 'Action, Thriller', 'Animation, Adventure, Comedy', 'Animation, Comedy', 'Action, Thriller', 'Animation, Adventure, Comedy', 'Action, Comedy, Horror', 'Animation, Adventure, Drama', 'Comedy, Drama, Family', 'Thriller', 'Action, Drama, History', 'Action, Thriller', 'Action, Comedy, Crime', 'Adventure, Sci-Fi, Thriller', 'Drama, Sci-Fi', 'Crime, Drama, Horror', 'Drama, Thriller', 'Drama, Fantasy', 'Action, Thriller, War', 'Comedy', 'Action, Drama, Thriller', 'Action, Adventure, Thriller', 'Comedy, Drama, Fantasy', 'Animation, Adventure, Comedy', 'Comedy, Romance', 'Mystery, Thriller', 'Romance', 'Drama, Horror, Mystery', 'Horror, Mystery', 'Action, Crime, Drama', 'Action, Drama', 'Biography, Crime, Drama', 'Horror, Thriller']"
3,"['Sooryavanshi', 'Babardeala cu bucluc sau porno balamuc', ""He's All That"", ""Willy's Wonderland"", 'The Kindred', 'Prisoners of the Ghostland', 'Kaaval', 'Nitram', 'This Is the Night', 'Werewolves Within', 'The Deep House', 'Donde caben dos', 'Tides', 'Pourris gâtés', 'Ich bin dein Mensch', 'No One Gets Out Alive', 'Castle Falls', 'Jekyll and Hyde', 'Together Together', 'Seal Team', 'Utvandrarna', 'Jersey', 'Zeros and Ones', 'Ted Bundy: American Boogeyman', 'Land', 'Zhang jin hu', 'Fear Street: 1994', 'The Last Son', 'The Last Letter from Your Lover', 'The War Below', 'Girl in the Basement', 'Bunty Aur Babli 2', 'The Forever Purge', 'Apex', 'The Addams Family 2', 'Spider-Man 4: Fan Film', 'Blue Bayou', '12 Mighty Orphans', 'Paranormal Activity: Next of Kin', 'The Unholy', 'We Need to Do Something', 'Bob Biswas', 'Vacation Friends', 'Things Heard & Seen', 'Munich: The Edge of War', ""There's Someone Inside Your House"", 'Oxygène', 'The Scary of Sixty-First', 'The Starling', 'The Medium']","['Action, Crime, Thriller', 'Comedy, Drama', 'Comedy, Romance', 'Action, Comedy, Horror', 'Thriller', 'Action, Sci-Fi, Thriller', 'Action, Thriller', 'Drama, Thriller', 'Comedy, Drama', 'Comedy, Horror, Mystery', 'Drama, Horror, Mystery', 'Comedy', 'Action, Adventure, Sci-Fi', 'Comedy', 'Comedy, Drama, Romance', 'Drama, Horror, Mystery', 'Action, Drama, Thriller', 'Crime, Mystery', 'Comedy', 'Animation, Comedy', 'Drama, History', 'Drama, Sport', 'Action, Adventure, Drama', 'Crime', 'Adventure, Drama', 'Action, Drama, History', 'Drama, Horror, Mystery', 'Action, Drama, Western', 'Drama, Romance', 'Drama, History, War', 'Crime, Thriller', 'Comedy, Romance', 'Action, Horror, Thriller', 'Action, Thriller', 'Animation, Adventure, Comedy', 'Action, Adventure, Drama', 'Drama', 'History, Sport', 'Horror, Mystery, Thriller', 'Drama, Horror, Mystery', 'Horror, Mystery', 'Crime, Drama, Thriller', 'Adventure, Comedy', 'Drama, Horror, Mystery', 'Biography, Drama, History', 'Horror, Mystery, Thriller', 'Drama, Fantasy, Sci-Fi', 'Comedy, Horror, Mystery', 'Comedy, Drama', 'Horror']"
4,"['Pleasure', ""Zoey's Extraordinary Christmas"", 'My Son', 'Palmer', 'The Survivalist', 'Code of Silence', 'Thunder Force', 'Beckett', 'Blood Red Sky', 'Ida Red', 'Lansky', 'American Sicario', 'Diary of a Wimpy Kid', 'A Clüsterfünke Christmas', 'Una navidad no tan padre', 'Christmas with the Chosen: The Messengers', 'Le calendrier', 'Hell Hath No Fury', 'Madhuram', '7 Prisioneiros', 'Swan Song', 'Marakkar: Lion of the Arabian Sea', 'Awake', 'Black Friday', 'No Man of God', 'Sorjonen: Muraalimurhat', 'Jeepers Creepers: Reborn', 'Dhamaka', 'A Classic Horror Story', 'One Shot', 'Death Valley', 'Cosmic Sin', 'Midnight in the Switchgrass', 'The Door Into Summer', 'Operation Mincemeat', 'Crisis', 'Settlers', 'Die in a Gunfight', 'Tre nøtter til Askepott', 'Chhorii', 'Bergman Island', 'The White Tiger', 'Out of Death', 'Queen Bees', 'Shershaah', 'Time Is Up', 'Bai She 2: Qing She jie qi', 'Italian Studies', 'Diabolik', 'Complet Necunoscuti']","['Drama', 'Comedy, Drama, Fantasy', 'Crime, Drama, Mystery', 'Drama', 'Action, Thriller', 'Crime', 'Action, Adventure, Comedy', 'Action, Crime, Drama', 'Action, Horror, Thriller', 'Action, Thriller', 'Biography, Crime, Drama', 'Action, Crime, Drama', 'Animation, Comedy, Drama', 'Comedy, Romance', 'Comedy', 'Music', 'Horror, Thriller', 'Action, War', 'Drama, Romance', 'Crime, Drama', 'Drama', 'Action, Drama, History', 'Action, Adventure, Drama', 'Comedy, Horror', 'Biography, Crime, Drama', 'Crime, Drama, Mystery', 'Horror, Mystery, Thriller', 'Crime, Drama, Thriller', 'Drama, Horror, Mystery', 'Action, Thriller', 'Action, Horror', 'Action, Adventure, Sci-Fi', 'Action, Crime, Thriller', 'Sci-Fi', 'Drama, War', 'Drama, Thriller', 'Drama, Sci-Fi, Thriller', 'Action, Comedy, Crime', 'Family, Fantasy', 'Drama, Horror, Thriller', 'Drama', 'Crime, Drama', 'Crime, Thriller', 'Comedy, Drama, Romance', 'Action, Biography, Drama', 'Drama', 'Animation, Action, Adventure', 'Drama', 'Crime, Thriller', 'Comedy, Drama']"
5,"['Bliss', 'Bad Trip', 'My Little Pony: A New Generation', '13 Minutes', 'Christmas on the Farm', 'Mayday', 'Deadlock', 'Le sommet des dieux', 'Fatherhood', 'Injustice', 'Shiddat', 'Fear Street: 1978', 'The Most Reluctant Convert', 'Hytti nro 6', 'Smagen af sult', 'Breaking News in Yuba County', 'Karen', 'You Belong to Me', 'The Map of Tiny Perfect Things', 'Gûzen to sôzô', 'Extinct', 'South of Heaven', '420 IPC', 'Seungriho', 'V/H/S/94', 'Music', 'Yes Day', 'Tadap', 'The Souvenir: Part II', ""Everybody's Talking About Jamie"", 'Wish Dragon', 'The Holiday Fix Up', 'Locked Down', 'Together', 'Haseen Dillruba', 'Doctor', 'Firebird', 'Here Today', 'Agnes', 'Kadaseela Biriyani', 'Demonic', 'The Beta Test', 'In the Earth', 'Fear of Rain', 'Deadly Illusions', 'Zone 414', 'Rise of the Footsoldier: Origins', 'Endangered Species', 'Colors of Love', ""Huit Rue de l'Humanite""]","['Drama, Romance', 'Comedy', 'Animation, Adventure, Comedy', 'Action, Drama, Thriller', 'Comedy, Drama, Romance', 'Drama, Fantasy, Mystery', 'Action, Thriller', 'Animation, Adventure, Drama', 'Comedy, Drama', 'Animation, Action, Adventure', 'Romance', 'Drama, Horror, Mystery', 'Biography, Drama, History', 'Drama, Romance', 'Drama, Romance', 'Comedy, Crime, Drama', 'Crime, Drama, Thriller', 'Drama, Mystery, Thriller', 'Comedy, Fantasy, Romance', 'Drama, Romance', 'Animation, Adventure, Comedy', 'Action, Crime, Drama', 'Crime', 'Action, Adventure, Drama', 'Horror, Mystery, Thriller', 'Drama, Musical', 'Comedy, Family', 'Action, Drama, Romance', 'Drama, Romance', 'Biography, Comedy, Drama', 'Animation, Adventure, Comedy', 'Drama, Romance', 'Comedy, Crime, Romance', 'Comedy, Drama', 'Crime, Drama, Mystery', 'Action, Comedy, Crime', 'Drama, Romance', 'Comedy, Drama', 'Drama, Horror', 'Comedy, Crime, Drama', 'Drama, Horror, Sci-Fi', 'Comedy, Horror, Thriller', 'Horror, Sci-Fi, Thriller', 'Drama, Horror, Thriller', 'Drama, Thriller', 'Sci-Fi, Thriller', 'Action, Crime, Drama', 'Action, Thriller', 'Drama, Romance', 'Comedy']"
6,"['Son', 'Trust', 'Survive the Game', 'Plan A', 'Nou fo', 'Mimi', 'Vortex', 'Good on Paper', 'Nightbooks', 'Ride the Eagle', 'Hive', 'Honsla Rakh', 'Lady of the Manor', 'The Virtuoso', 'Mogadisyu', 'The Last Rite', 'Naked Singularity', 'Yara', 'Drishyam 2', 'Akhanda', 'Outside the Wire', 'Le loup et le lion', 'Ajagajantharam', 'Best Sellers', 'A Naija Christmas', 'Spirit Untamed', 'France', 'Nordsjøen', 'American Night', 'Gaia', 'Warning', 'The Birthday Cake', 'Around the World in 80 Days', 'Moxie', 'Merry Switchmas', 'Seance', 'Separation', 'The Manor', 'Fear Street: 1666', 'Mamá o papá', 'How It Ends', 'Azor', 'The Feast', 'Las leyes de la frontera', 'Gone Mom', 'The Laureate', 'Security', 'Jockey', 'The Boathouse', 'Noche de fuego']","['Horror, Thriller', 'Drama, Romance, Thriller', 'Action, Thriller', 'Drama, Thriller', 'Action, Adventure, Crime', 'Comedy, Drama', 'Drama', 'Comedy, Romance', 'Family, Fantasy, Horror', 'Comedy, Drama', 'Drama', 'Comedy, Drama, Romance', 'Comedy', 'Action, Thriller', 'Action, Drama, Thriller', 'Horror', 'Comedy, Crime, Drama', 'Crime, Drama, Thriller', 'Crime, Drama, Thriller', 'Action, Drama', 'Action, Adventure, Fantasy', 'Family', 'Action, Comedy', 'Comedy, Drama', 'Comedy, Drama, Romance', 'Animation, Adventure, Comedy', 'Comedy, Drama', 'Action', 'Action, Thriller', 'Drama, Fantasy, Horror', 'Sci-Fi, Thriller', 'Crime, Thriller', 'Animation, Adventure, Comedy', 'Comedy, Drama, Music', 'Family', 'Horror, Mystery', 'Horror', 'Horror, Mystery', 'Horror, Mystery', 'Comedy', 'Comedy', 'Drama, Thriller', 'Drama, Horror, Mystery', 'Thriller', 'Drama, Crime', 'Drama', 'Thriller', 'Drama', 'Thriller', 'Drama']"
7,"['Hide and Seek', 'El buen patrón', 'Dawid i Elfy', 'Muddy', 'Flag Day', ""Finding 'Ohana"", ""L'uomo che disegnò Dio"", 'A House on the Bayou', 'Inve$titorii', 'Afterlife of the Party', 'Yakuza Princess', 'Wild Indian', '#Home', 'A Mouthful of Air', 'Boogie', 'The Last Bus', 'The United States vs. Billie Holiday', 'OSS 117: Alerte rouge en Afrique noire', 'Velle', 'Bajocero', 'Aileen Wuornos: American Boogeywoman', 'Megaboa', 'Margrete den første', 'The Kissing Booth 3', 'Birds of Paradise', 'Candy Coated Christmas', 'Hot Mess Holiday', 'The Fallout', 'Body Brokers', 'Plan B', 'The Seance', 'False Positive', 'Anónima', 'The Great Indian Kitchen', 'Small Engine Repair', 'Last Call', 'Far More', 'Violet', 'The Power', 'True to the Game 3', 'Last Man Down', 'Miss Willoughby and the Haunted Bookshop', 'Keshu Ee Veedinte Nadhan', 'A New Lease on Christmas', 'Churuli', 'Hum Do Hamare Do', 'Vanquish', 'Prey', 'Great White', 'Silk Road']","['Horror, Thriller', 'Comedy', 'Comedy, Family, Fantasy', 'Action, Thriller', 'Crime, Drama', 'Action, Adventure, Comedy', 'Drama', 'Horror, Mystery, Thriller', 'Comedy, Romance', 'Comedy, Drama, Fantasy', 'Action, Crime, Thriller', 'Crime, Drama, Mystery', 'Drama', 'Drama', 'Drama, Sport', 'Drama', 'Biography, Drama, Music', 'Action, Comedy', 'Comedy, Drama', 'Action, Adventure, Crime', 'Drama, Horror, Thriller', 'Action, Horror', 'Biography, Drama, History', 'Comedy, Romance', 'Drama', 'Comedy, Romance', 'Comedy', 'Drama', 'Crime, Drama, Thriller', 'Comedy', 'Horror', 'Horror, Mystery, Thriller', 'Drama, Romance', 'Comedy, Drama', 'Comedy, Drama, Thriller', 'Comedy', 'Comedy, Drama', 'Drama', 'Horror', 'Romance, Thriller', 'Action', 'Adventure', 'Drama', 'Romance', 'Fantasy, Mystery, Sci-Fi', 'Comedy', 'Thriller', 'Adventure, Drama, Thriller', 'Horror, Thriller', 'Crime, Drama, Thriller']"
8,"['Meenakshi Sundareshwar', 'America: The Motion Picture', 'Mission Extreme', 'Délicieux', 'Sanak', 'The Spine of Night', 'The Colour Room', 'A Match Made at Christmas', 'Ku bei', 'Boku no Hero Academia: World Heroes Mission', 'Bheemante Vazhi', 'Edge of the World', 'Ascendant', 'The Cleaner', 'Witch Hunt', 'Mayor Grom: Chumnoy Doktor', 'Slumber Party Massacre', 'Chehre', 'Mortal Kombat Legends: Battle of the Realms', 'Come from Away', 'One Night Off', 'Shin Evangelion Gekijôban', 'Every Last One of Them', 'The Forgiven', 'Trigger Point', 'Shookum Hills', 'Asakusa Kid', 'Friendzone', 'Madame Claude', 'Toma', 'Karnan', 'Sarpatta Parambarai', 'Rocky', 'War of the Worlds: Annihilation', 'Montford: The Chickasaw Rancher', 'The Phantom of the Open', 'Flora & Ulysses', 'Planet Dune', 'Red Snow', 'Bellbottom', 'Motherly', 'Le dernier mercenaire', 'To All the Boys: Always and Forever', 'Les Olympiades, Paris 13e', 'The Accursed', 'Redemption Day', 'Bhoot Police', 'Pups Alone', 'Eiffel', 'The Man with the Answers']","['Comedy, Romance', 'Animation, Action, Adventure', 'Action', 'Comedy, Drama, History', 'Action, Thriller', 'Animation, Action, Adventure', 'Drama', 'Comedy, Romance', 'Horror', 'Animation, Action, Adventure', 'Comedy', 'Adventure, Drama', 'Fantasy, Mystery, Sci-Fi', 'Crime, Drama, Mystery', 'Fantasy, Horror, Thriller', 'Action, Adventure', 'Horror', 'Drama, Mystery, Thriller', 'Animation, Action, Adventure', 'Comedy, Drama, Musical', 'Comedy', 'Animation, Action, Drama', 'Action', 'Drama', 'Action, Mystery, Thriller', 'Horror, Thriller', 'Biography, Drama', 'Comedy, Romance', 'Biography, Crime, Drama', 'Biography, Drama, Music', 'Action, Drama', 'Action, Drama, Sport', 'Drama', 'Sci-Fi', 'Biography, Drama, History', 'Comedy, Drama, Sport', 'Adventure, Comedy, Family', 'Action, Adventure, Sci-Fi', 'Comedy, Horror, Thriller', 'Action, Thriller', 'Horror, Thriller', 'Action, Adventure, Comedy', 'Comedy, Drama, Romance', 'Comedy, Drama, Romance', 'Drama, Horror, Mystery', 'Action, Drama, Thriller', 'Comedy, Horror', 'Comedy, Family', 'Biography, Drama, History', 'Drama, Romance']"
9,"['Needle in a Timestack', ""L'événement"", 'Boîte noire', 'Sensation', 'Nebenan', 'Rurôni Kenshin: Sai shûshô - The Beginning', 'Broadcast Signal Intrusion', ""Jakob's Wife"", 'Blue Miracle', 'Christmas at the Ranch', 'Masquerade', 'Le bal des folles', 'Ride or Die', ""God's Not Dead: We the People"", 'The Ravine', 'Thiên Than Ho Menh', 'iGilbert', 'Smyrni mou agapimeni', 'Marco effekten', 'The Obscure Life of the Grand Duke of Corsica', 'Long Story Short', 'The Survivor', 'Midnight', 'High Holiday', 'John and the Hole', 'Red Stone', 'Tromperie', 'Meow', 'Badava Rascal', 'Blood Money', 'American Traitor: The Trial of Axis Sally', 'Je8ileui bam', 'Hideout', 'Seobok', 'Cryptozoo', 'Hiacynt', 'Ancora più bello', 'Night Raiders', 'For the Love of Money', 'Funny Thing About Love', 'Rurôni Kenshin: Sai shûshô - The Final', 'North Hollywood', 'Causalidad', 'Red Dot', 'Mad God', 'Senior Moment', 'Grosse Freiheit', 'Not to Forget', 'AINBO: Spirit of the Amazon', 'Tabara']","['Drama, Fantasy, Romance', 'Drama', 'Drama, Mystery, Thriller', 'Mystery, Sci-Fi, Thriller', 'Drama', 'Action, Adventure, Drama', 'Crime, Drama, Horror', 'Horror', 'Adventure, Biography, Drama', 'Romance', 'Horror, Thriller', 'Drama, Thriller', 'Drama, Romance, Thriller', 'Drama', 'Drama, Thriller', 'Crime, Drama, Horror', 'Drama', 'Drama', 'Crime, Thriller', 'Comedy, Drama', 'Comedy, Fantasy, Romance', 'Biography, Drama', 'Crime, Thriller', 'Comedy', 'Drama, Thriller', 'Thriller', 'Drama', 'Comedy, Drama', 'Action, Comedy', 'Thriller', 'Drama', 'Horror, Thriller', 'Horror, Mystery, Thriller', 'Action, Sci-Fi, Thriller', 'Animation', 'Crime, Drama', 'Comedy, Drama, Romance', 'Action, Sci-Fi, Thriller', 'Drama, Thriller', 'Comedy, Family, Romance', 'Action, Adventure, Drama', 'Comedy, Drama, Sport', 'Drama, Thriller', 'Drama, Horror, Thriller', 'Animation, Fantasy, Horror', 'Comedy, Drama, Romance', 'Drama', 'Drama', 'Animation, Adventure, Comedy', 'Comedy, Family']"
10,"['The Djinn', 'We Broke Up', 'Before I Go', 'Riverdance: The Animated Adventure', 'Twist', 'Born a Champion', ""If I Can't Have Love, I Want Power"", 'The Loud House', 'Come un gatto in tangenziale - Ritorno a Coccia di Morto', 'Rogue Hostage', 'Charming the Hearts of Men', 'Last of the Grads', 'Man of God', 'New York Ninja', 'Ferry', 'Radhe', 'Trollhunters: Rise of the Titans', 'Balsinjehan', 'Sestri', 'Another Girl', 'Knackningar', 'Un monde', 'Asteroid', 'Ji hun', 'Hair of the Dog', 'Risen', 'Kaamelott - Premier volet', 'Master', 'Happier Than Ever: A Love Letter to Los Angeles', 'The Resort', 'Illusions perdues', 'After Yang', 'A Week Away', 'Rashmi Rocket', 'A feleségem története', 'Last Shoot Out', 'The Wedding Trip', 'Janeman', 'The Gateway', ""Bram Stoker's Van Helsing"", 'Justice Society: World War II', 'Yuni', 'Never Back Down: Revolt', 'Petrovy v grippe', 'Superhost', 'Heart of Champions', ""Gabriel's Rapture: Part One"", 'Resort to Love', 'Language Lessons', 'I Am All Girls']","['Horror, Thriller', 'Comedy, Drama', 'Comedy, Drama', 'Animation, Fantasy', 'Action, Drama', 'Action, Drama, Sport', 'Drama, Fantasy, Horror', 'Animation, Adventure, Comedy', 'Comedy', 'Action, Thriller', 'Drama, History, Romance', 'Horror', 'Biography, Drama', 'Action, Crime, Thriller', 'Action, Crime, Drama', 'Action, Crime, Thriller', 'Animation, Action, Adventure', 'Drama, Thriller', 'Drama', 'Drama, Thriller', 'Horror, Thriller', 'Drama', 'Action, Comedy, Drama', 'Drama, Mystery, Sci-Fi', 'Mystery, Thriller', 'Drama, Sci-Fi, Thriller', 'Adventure, Comedy, Fantasy', 'Action, Thriller', 'Music', 'Horror', 'Drama, History', 'Drama, Sci-Fi', 'Drama, Family, Musical', 'Drama, Sport', 'Drama, Romance', 'Western', 'Comedy, Romance', 'Comedy', 'Thriller', 'Horror', 'Animation, Action, Adventure', 'Drama', 'Action, Crime, Drama', 'Comedy, Crime, Drama', 'Horror, Thriller', 'Drama, Sport', 'Romance', 'Comedy, Romance', 'Comedy, Drama', 'Crime, Drama, Mystery']"
