,title,genre
0,"['The New Mutants', 'Bill & Ted Face the Music', 'Extraction', 'Monster Hunter', 'The Croods: A New Age', 'Onward', 'Clean', 'Run Hide Fight', 'Finding You', 'Kimetsu no Yaiba: Mugen Ressha-Hen', 'The Witches', 'Unhinged', 'The Dry', 'The Comeback Trail', 'Let Him Go', 'Underwater', 'Run', 'Mank', 'The Empty Man', 'Nine Days', 'Freaky', 'Ava', 'Quo vadis, Aida?', 'Pieces of a Woman', 'Ammonite', 'The Way Back', 'Blithe Spirit', 'Operation Christmas Drop', 'Fantasy Island', 'The Midnight Sky', 'The Call of the Wild', 'Escape from Pretoria', 'Trolls World Tour', 'Spenser Confidential', 'Rebecca', 'Shadow in the Cloud', 'Honest Thief', 'Wendy', 'Songbird', 'BAC Nord', 'Lost Girls', 'Perfect Strangers', 'What Is Life Worth', 'WolfWalkers', 'Serebryanye konki', 'Sightless', 'The Princess Switch: Switched Again', 'Stand by Me Doraemon 2', 'Possessor', 'Bloodshot']","['Action, Horror, Mystery', 'Adventure, Comedy, Music', 'Action, Thriller', 'Action, Adventure, Fantasy', 'Animation, Adventure, Comedy', 'Animation, Adventure, Comedy', 'Crime, Drama', 'Crime, Drama, Thriller', 'Drama, Romance', 'Animation, Action, Adventure', 'Adventure, Comedy, Family', 'Action, Thriller', 'Crime, Drama, Mystery', 'Comedy, Crime', 'Crime, Drama, Thriller', 'Adventure, Horror, Sci-Fi', 'Mystery, Thriller', 'Biography, Comedy, Drama', 'Horror, Mystery, Thriller', 'Drama, Fantasy', 'Comedy, Horror, Thriller', 'Thriller', 'Drama, History, War', 'Drama', 'Biography, Drama, History', 'Drama, Sport', 'Comedy, Fantasy, Romance', 'Comedy, Family, Romance', 'Action, Adventure, Fantasy', 'Adventure, Drama, Fantasy', 'Adventure, Drama, Family', 'Thriller', 'Animation, Adventure, Comedy', 'Action, Comedy, Crime', 'Drama, Mystery, Romance', 'Action, Horror, War', 'Action, Crime, Drama', 'Drama, Fantasy', 'Drama, Sci-Fi, Thriller', 'Action, Crime, Thriller', 'Crime, Drama, Mystery', 'Comedy, Drama, Romance', 'Biography, Drama, History', 'Animation, Adventure, Family', 'Adventure, Drama, Family', 'Drama, Thriller', 'Comedy, Drama, Family', 'Animation, Comedy, Drama', 'Horror, Mystery, Sci-Fi', 'Action, Adventure, Sci-Fi']"
1,"['The War with Grandpa', 'Inheritance', 'Six Minutes to Midnight', 'The Grudge', 'Hillbilly Elegy', 'The Nest', 'Villain', 'We Can Be Heroes', 'French Exit', 'Supernova', 'The Wrong Missy', 'Love Sarah', 'Kol', 'On the Rocks', 'Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan', ""Gabriel's Inferno: Part One"", 'The World to Come', 'A Perfect Enemy', 'Body Cam', 'Minamata', 'Wander', 'The Silencing', 'The Babysitter: Killer Queen', '2067', 'Downhill', 'De Familie Claus', 'Wild Mountain Thyme', 'Alone', 'The Night Clerk', 'Capone', 'All the Bright Places', 'Meander', ""My Dad's Christmas Date"", 'Project Power', 'The Rhythm Section', 'Roped', 'Never Rarely Sometimes Always', 'The Prom', 'Godmothered', 'His House', '#Saraitda', ""Rifkin's Festival"", 'The Very Excellent Mr. Dundee', 'Été 85', 'Irresistible', 'Spree', 'Army of One', 'A Fall from Grace', 'Let Them All Talk', 'Aline']","['Comedy, Drama, Family', 'Drama, Mystery, Thriller', 'Drama, Thriller', 'Fantasy, Horror', 'Drama', 'Drama, Romance', 'Action, Crime, Drama', 'Action, Comedy, Drama', 'Comedy, Drama', 'Drama, Romance', 'Comedy, Romance', 'Comedy, Drama, Romance', 'Crime, Horror, Mystery', 'Comedy, Drama, Romance', 'Comedy', 'Romance', 'Drama, Romance', 'Adventure, Drama, Thriller', 'Horror, Mystery, Thriller', 'Drama', 'Thriller', 'Action, Crime, Thriller', 'Comedy, Horror', 'Sci-Fi', 'Comedy, Drama', 'Comedy, Family, Fantasy', 'Comedy, Drama, Romance', 'Drama, Horror, Mystery', 'Crime, Drama, Mystery', 'Biography, Crime, Drama', 'Drama, Romance', 'Drama, Horror, Mystery', 'Comedy', 'Action, Crime, Sci-Fi', 'Action, Drama, Mystery', 'Drama, Romance', 'Drama', 'Comedy, Drama, Musical', 'Comedy, Drama, Family', 'Drama, Horror, Thriller', 'Action, Drama, Horror', 'Comedy, Romance', 'Comedy', 'Drama, Romance', 'Comedy, Drama', 'Comedy, Crime, Drama', 'Action', 'Drama, Fantasy, Thriller', 'Comedy, Drama', 'Biography, Comedy, Drama']"
2,"['The Kid Detective', 'Bando', 'Fatale', 'Kajillionaire', 'The Rental', 'Psycho Goreman', 'Scoob!', 'Limbo', 'Lorelei', 'Dream Horse', 'Lost Girls and Love Hotels', 'One Night in Miami...', 'Soorarai Pottru', 'Artemis Fowl', 'Archive', 'Hubie Halloween', 'Breach', 'I Still Believe', 'An American Pickle', 'The Wolf of Snow Hollow', 'Hot Chocolate Holiday', 'Little Fish', 'The Education of Fredrick Fitzell', 'Life in a Year', 'The Killing of Two Lovers', ""Ma Rainey's Black Bottom"", 'The Secret: Dare to Dream', 'My Salinger Year', 'Four Good Days', 'Host', 'Antebellum', 'A Nice Girl Like You', 'The Dark and the Wicked', 'The Tax Collector', 'The Postcard Killings', 'The Duke', 'Words on Bathroom Walls', 'Come True', 'The Banker', 'Occupation: Rainfall', 'Cicada', 'The Secret Garden', 'The Great and Terrible Day of the Lord', ""Butter's Final Meal"", 'The Half of It', 'The Last Thing He Wanted', 'The Craft: Legacy', 'Gagarine', 'Sergio', 'Hour of Lead']","['Comedy, Drama, Mystery', 'Action, Horror, Thriller', 'Crime, Thriller', 'Comedy, Crime, Drama', 'Drama, Horror, Mystery', 'Comedy, Horror, Sci-Fi', 'Animation, Adventure, Comedy', 'Drama', 'Drama', 'Biography, Comedy, Drama', 'Drama', 'Drama', 'Drama', 'Adventure, Family, Fantasy', 'Drama, Mystery, Sci-Fi', 'Comedy, Mystery', 'Action, Horror, Sci-Fi', 'Biography, Drama, Music', 'Comedy', 'Comedy, Horror, Mystery', 'Romance', 'Drama, Romance, Sci-Fi', 'Drama, Mystery, Thriller', 'Drama, Romance', 'Drama', 'Drama, Music', 'Drama, Romance', 'Drama', 'Drama', 'Horror, Mystery', 'Drama, Horror, Mystery', 'Comedy, Romance', 'Horror', 'Action, Crime, Drama', 'Crime, Drama, Thriller', 'Biography, Comedy, Drama', 'Drama, Romance', 'Horror, Sci-Fi', 'Biography, Drama', 'Action, Sci-Fi', 'Drama, Romance', 'Drama, Family, Fantasy', 'Drama, Horror, Thriller', 'Comedy, Drama, Romance', 'Comedy, Drama, Romance', 'Crime, Drama, Thriller', 'Drama, Fantasy, Horror', 'Drama', 'Biography, Drama, History', 'Crime, Mystery, Thriller']"
3,"['De forbandede år', 'Grizzly II: The Predator', 'My Spy', 'Gretel & Hansel', 'The SpongeBob Movie: Sponge on the Run', 'Caveat', 'All My Life', 'Da 5 Bloods', 'Voces', 'Black Bear', 'Monsters of Man', 'Jiu Jitsu', 'Undine', 'Superintelligence', 'Relic', 'Nowhere Special', 'Horse Girl', 'Midnight at the Magnolia', 'The Turning', 'Gekijouban Violet Evergarden', 'The Boys in the Band', 'Come Play', 'Over the Moon', 'Spontaneous', 'Becky', 'The Nowhere Inn', ""My Heart Can't Beat Unless You Tell It To"", 'Falling', 'After Love', '2 Hearts', 'The F**k-It List', 'Horizon Line', 'Uncle Frank', 'My Christmas Wish', 'Christmas on the Square', 'Love Wedding Repeat', 'Skylines', 'The High Note', 'The Return', 'You Should Have Left', 'Penguin Bloom', 'PVT CHAT', 'The Paper Tigers', 'A Christmas Carol', 'The Boy Behind the Door', 'Valley Girl', 'The Furnace', 'Through the Glass Darkly', 'The Sleepover', 'The Last Days of American Crime']","['Drama, History, War', 'Horror, Music, Thriller', 'Action, Comedy', 'Fantasy, Horror, Mystery', 'Animation, Adventure, Comedy', 'Horror, Thriller', 'Drama, Romance', 'Adventure, Drama, War', 'Drama, Horror, Mystery', 'Comedy, Drama', 'Action, Sci-Fi, Thriller', 'Action, Sci-Fi, Thriller', 'Drama, Fantasy, Mystery', 'Comedy, Romance, Sci-Fi', 'Drama, Horror, Mystery', 'Drama', 'Drama, Mystery, Thriller', 'Comedy, Romance', 'Drama, Horror, Mystery', 'Animation, Drama, Fantasy', 'Drama', 'Drama, Horror, Mystery', 'Animation, Adventure, Comedy', 'Comedy, Horror, Romance', 'Action, Crime, Drama', 'Comedy, Drama, Horror', 'Drama, Horror', 'Drama', 'Drama', 'Drama, Romance', 'Comedy', 'Adventure, Drama, Thriller', 'Comedy, Drama', 'Comedy, Drama, Romance', 'Comedy, Family, Musical', 'Comedy, Romance', 'Action, Adventure, Sci-Fi', 'Drama, Music, Romance', 'Horror, Sci-Fi', 'Horror, Thriller', 'Drama', 'Drama', 'Action, Comedy', 'Animation, Drama', 'Horror, Mystery, Thriller', 'Comedy, Musical, Romance', 'Adventure, Drama, History', 'Thriller', 'Action, Adventure, Comedy', 'Action, Crime, Drama']"
4,"[""L'incredibile storia dell'Isola delle Rose"", 'Misbehaviour', 'Dangerous Lies', 'Ala Vaikunthapurramuloo', 'The Secrets We Keep', 'W lesie dzis nie zasnie nikt', 'The Lovebirds', 'Shirley', 'Mortal', 'Rogue', 'Feel the Beat', 'Made in Italy', 'Monday', 'The Water Man', 'The Stand In', 'Falling for Figaro', 'Hunter Hunter', 'Force of Nature', 'Mignonnes', 'Clouds', 'Vanguard', 'Work It', 'The Broken Hearts Gallery', 'Nuevo orden', 'Se upp för Jönssonligan', 'The Disciple', 'Violation', 'Chemical Hearts', 'Pixie', 'Black Beauty', 'Like a Boss', 'Nagwonui bam', 'Uradi', 'Vtorzhenie', 'De Oost', 'Ghosts of War', 'Tudo Bem No Natal Que Vem', 'Sputnik', 'Summerland', 'The Last Champion', 'Unpregnant', 'Kadaver', 'Initiation', 'A Christmas Gift from Bob', 'Concrete Cowboy', 'Kimetsu no Yaiba: Natagumo Yama Hen', 'Tesla', 'Nocturne', 'Looks That Kill', 'Joze to tora to sakanatachi']","['Adventure, Comedy, Drama', 'Comedy, Drama, History', 'Drama, Mystery, Thriller', 'Action, Comedy, Drama', 'Drama, Thriller', 'Horror, Thriller', 'Action, Comedy, Crime', 'Biography, Drama, Mystery', 'Action, Adventure, Drama', 'Action, Horror, Thriller', 'Comedy, Drama, Family', 'Comedy, Drama, Romance', 'Drama, Romance', 'Adventure, Drama, Family', 'Comedy, Drama', 'Comedy, Romance', 'Drama, Horror, Mystery', 'Crime, Drama, Thriller', 'Drama', 'Biography, Drama, Music', 'Action, Adventure, Comedy', 'Comedy, Music', 'Comedy, Romance', 'Crime, Drama, Thriller', 'Comedy, Crime', 'Drama, Music', 'Drama, Horror', 'Drama, Romance', 'Comedy, Crime, Thriller', 'Drama, Family', 'Comedy', 'Action, Crime, Drama', 'Thriller', 'Action, Sci-Fi', 'Drama, Thriller, War', 'Horror, Thriller, War', 'Comedy, Drama', 'Drama, Horror, Mystery', 'Drama, Romance, War', 'Drama, Family, Sport', 'Comedy, Drama', 'Drama, Horror, Thriller', 'Crime, Horror, Mystery', 'Drama, Family', 'Drama', 'Animation, Action, Fantasy', 'Biography, Drama', 'Drama, Horror, Music', 'Comedy, Drama, Romance', 'Animation, Drama, Romance']"
5,"['Secret Society of Second-Born Royals', 'The Willoughbys', 'Books of Blood', 'Resistance', 'Spell', 'Come Away', 'The Old Ways', 'Dating Amber', 'Follow Me', 'Den største forbrytelsen', 'Supai no tsuma', 'The Photograph', 'De beentjes van Sint-Hildegard', 'Black Box', 'An Exquisite Meal', 'Kolskaya sverhglubokaya', 'Fatima', 'The Man Who Sold His Skin', 'Last and First Men', 'The Swing of Things', 'The Kissing Booth 2', 'Vicious Fun', 'Ba bai', 'Arkansas', 'Friendsgiving', 'She Ball', 'Fractured', 'Seurapeli', 'Pink Skies Ahead', 'Vento Seco', 'Survive the Night', ""I'm Your Woman"", 'Who Is Amos Otis?', 'Black Water: Abyss', 'Wszyscy moi przyjaciele nie zyja', ""Jusqu'au déclin"", 'Miss Fisher and the Crypt of Tears', 'Legacy of Lies', 'Girl', 'Daman akeseo guhasoseo', 'Love, Guaranteed', 'Twelve', 'The Onania Club', 'Sugar Daddy', 'Ludo', 'Stardust', 'Faraway Eyes', 'What Lies Below', 'Kindred', 'Death of Me']","['Action, Adventure, Comedy', 'Animation, Adventure, Comedy', 'Drama, Horror, Mystery', 'Biography, Drama, History', 'Horror, Thriller', 'Adventure, Drama, Fantasy', 'Drama, Fantasy, Horror', 'Comedy, Drama, Romance', 'Adventure, Horror, Mystery', 'Drama, History, War', 'Drama, History, War', 'Drama, Romance', 'Comedy, Drama', 'Horror, Mystery, Sci-Fi', 'Comedy, Thriller', 'Horror, Thriller', 'Drama, War', 'Drama', 'Fantasy, Mystery, Sci-Fi', 'Comedy', 'Comedy, Romance', 'Comedy, Horror', 'Action, Drama, History', 'Crime, Thriller', 'Comedy, Drama', 'Comedy, Drama, Sport', 'Drama, Family', 'Comedy, Drama', 'Comedy, Drama', 'Drama', 'Action, Drama, Thriller', 'Crime, Drama', 'Drama', 'Action, Drama, Horror', 'Comedy, Crime, Drama', 'Action, Thriller', 'Adventure, Drama, Mystery', 'Action, Thriller', 'Thriller', 'Action, Crime, Thriller', 'Comedy, Romance', 'Drama', 'Drama, Horror, Thriller', 'Drama', 'Action, Comedy, Crime', 'Biography, Drama, Music', 'Comedy, Fantasy, Romance', 'Horror, Mystery, Sci-Fi', 'Drama, Horror, Mystery', 'Horror, Mystery, Thriller']"
6,"['Last Words', 'Surge', 'The One and Only Ivan', 'Shorta', 'The Match', 'Al morir la matinée', 'Think Like a Dog', 'Murder Manual', 'Hard Kill', 'The Quarry', 'Here Are the Young Men', ""Don't Tell a Soul"", 'Sul più bello', 'Persian Lessons', 'I Used to Go Here', 'True to the Game 2', 'To All the Boys: P.S. I Still Love You', 'Percy', 'Target Number One', 'The 2nd', 'Lapsis', 'The Sound of Philadelphia', 'El practicante', 'High Ground', 'The Color Rose', 'The Maid', 'Bad Candy', 'Love, Weddings & Other Disasters', 'Home', 'Hogar', 'Cut Throat City', 'Bloody Hell', 'Nightlife', 'Anything for Jackson', 'Sanyangeui sigan', 'Ke zai ni xindi de mingzi', 'Son of the South', 'Post Mortem', 'Sheytan vojud nadarad', 'Kill the Czar', 'Vratar galaktiki', 'Dara iz Jasenovca', 'Alone', 'El robo del siglo', 'Desperados', 'The Reckoning', 'Mogul Mowgli', 'The Lost Husband', 'All Together Now', 'El baile de los 41']","['Drama, Sci-Fi', 'Thriller', 'Adventure, Comedy, Drama', 'Action, Crime, Drama', 'Drama, History, Sport', 'Horror, Thriller', 'Comedy, Drama, Family', 'Horror, Thriller', 'Action, Thriller', 'Crime, Mystery, Thriller', 'Drama', 'Drama, Thriller', 'Comedy, Drama, Romance', 'Drama, War', 'Comedy, Drama, Romance', 'Thriller', 'Comedy, Drama, Romance', 'Biography, Drama', 'Crime, Thriller', 'Action, Drama', 'Drama, Mystery, Sci-Fi', 'Action, Crime, Drama', 'Crime, Drama, Thriller', 'Action, Adventure, Drama', 'Drama, Horror, Thriller', 'Drama, Horror, Mystery', 'Horror, Thriller', 'Comedy, Romance', 'Drama', 'Drama, Thriller', 'Action, Crime, Drama', 'Action, Comedy, Horror', 'Comedy, Romance', 'Horror', 'Action, Crime, Drama', 'Drama, Romance', 'Biography, Drama', 'Horror, Mystery, Thriller', 'Drama', 'Thriller', 'Action, Sci-Fi, Sport', 'Drama, War', 'Horror, Thriller', 'Action, Biography, Comedy', 'Comedy, Romance', 'Drama, Horror', 'Drama', 'Drama, Romance', 'Drama', 'Biography, Drama, History']"
7,"['The Doorman', 'Chick Fight', 'Dil Bechara', 'Die Känguru-Chroniken', 'Infamous', 'The Owners', 'En helt almindelig familie', 'Then Came You', ""Timecrafters: The Treasure of Pirate's Cove"", 'Saint-Narcisse', ""Freaks: You're One of Us"", 'Holler', 'Safety', 'Viena and the Fantomes', 'Impractical Jokers: The Movie', 'To Be Someone', ""Gabriel's Inferno: Part Three"", 'Brahms: The Boy II', 'Bronx', 'Allagash', 'Comment je suis devenu super-héros', 'Wander Darkly', 'Dorogie tovarishchi', 'Runt', 'Deep Blue Sea 3', 'Sky Sharks', 'Mandibules', 'La vita davanti a sé', 'The Man in the Hat', 'Lucky', 'Miracle on Christmas', ""Sylvie's Love"", 'You Are My Home', 'Seized', 'The Serpent', 'Arthur & Merlin: Knights of Camelot', 'Sublet', 'Stargirl', 'Half Brothers', 'Breeder', 'The Block Island Sound', 'The Farmer and the Belle: Saving Santaland', 'Kandisha', 'Malang - Unleash the Madness', 'Slalom', 'Mistrz', 'Money Plane', 'Butchers', 'Embattled', 'Slaxx']","['Action, Drama, Thriller', 'Action, Comedy, Drama', 'Comedy, Drama, Romance', 'Comedy', 'Crime, Drama, Romance', 'Comedy, Crime, Horror', 'Drama, Family', 'Comedy, Romance', 'Adventure, Family', 'Comedy, Drama, Romance', 'Action, Drama, Fantasy', 'Drama', 'Biography, Drama, Sport', 'Drama, Music, Romance', 'Comedy', 'Comedy', 'Romance', 'Drama, Horror, Mystery', 'Action, Crime, Drama', 'Drama, Thriller', 'Action, Adventure, Comedy', 'Drama', 'Drama, History', 'Drama, Thriller', 'Action, Horror, Sci-Fi', 'Comedy, Horror, Sci-Fi', 'Comedy, Fantasy', 'Drama', 'Comedy', 'Drama, Fantasy, Horror', 'Drama, Family', 'Drama, Music, Romance', 'Animation, Family, Fantasy', 'Action, Thriller', 'Action, Adventure, Thriller', 'Action, Adventure, History', 'Comedy, Drama, Romance', 'Comedy, Drama, Fantasy', 'Comedy, Drama', 'Horror, Thriller', 'Horror, Mystery, Sci-Fi', 'Comedy, Family, Romance', 'Horror', 'Action, Crime, Drama', 'Drama', 'Biography, Drama, History', 'Action', 'Horror', 'Action, Drama, Sport', 'Comedy, Horror']"
8,"['The Last Shift', 'Anastasia: Once Upon a Time', 'Sin señas particulares', 'Boys from County Hell', 'Class of 83', 'Nakitai watashi wa neko o kaburu', 'Geom-gaek', 'Akelarre', 'Rams', 'Yin-Yang Master I', 'The Night', 'Dragon Rider', 'Cider no yô ni kotoba ga wakiagaru', 'Sala samobójców. Hejter', ""Mortal Kombat Legends: Scorpion's Revenge"", 'The Binge', ""Angela's Christmas Wish"", 'Last Moment of Clarity', 'The Debt Collector 2', '2050', 'My First Summer', ""A Babysitter's Guide to Monster Hunting"", 'The Big Ugly', 'Das schaurige Haus', 'Bigfoot Family', 'Proximity', 'Hooking Up', '100% Wolf', 'Archenemy', 'The Call', ""No Man's Land"", 'Rizi', 'Berlin Alexanderplatz', 'Fatal Affair', 'Sniegu juz nigdy nie bedzie', 'Dinner in America', 'Honeydew', 'Save Yourselves!', 'The Roads Not Taken', 'Raat Akeli Hai', 'The Violent Heart', 'Herself', 'El cazador', 'Paydirt', 'Yakuza and the Family', 'Coffee & Kareem', 'Eiga Entotsumachi no Puperu', 'I Carry You with Me', 'Shithouse', 'Baby']","['Comedy, Drama', 'Adventure, Family, Fantasy', 'Drama', 'Comedy, Horror', 'Action, Crime, Drama', 'Animation, Adventure, Drama', 'Action, Drama, History', 'Drama, History', 'Comedy, Drama', 'Action, Drama, Fantasy', 'Horror, Mystery, Thriller', 'Animation, Adventure, Comedy', 'Animation, Drama, Music', 'Drama, Thriller', 'Animation, Action, Adventure', 'Comedy', 'Animation, Adventure, Comedy', 'Thriller', 'Action, Comedy', 'Drama, Fantasy, Sci-Fi', 'Drama, Romance', 'Comedy, Family, Fantasy', 'Crime, Drama, Thriller', 'Horror, Mystery, Thriller', 'Animation, Adventure, Family', 'Drama, Sci-Fi', 'Comedy, Drama', 'Animation, Adventure, Comedy', 'Action, Adventure, Crime', 'Horror, Thriller', 'Action, Adventure, Thriller', 'Drama', 'Crime, Drama', 'Crime, Thriller', 'Comedy, Drama, Mystery', 'Comedy, Drama, Music', 'Horror', 'Adventure, Comedy, Sci-Fi', 'Drama', 'Crime, Drama, Mystery', 'Drama, Thriller', 'Drama', 'Drama', 'Crime, Thriller', 'Crime, Drama', 'Action, Comedy, Crime', 'Animation, Family, Fantasy', 'Drama', 'Comedy, Drama, Romance', 'Drama, Horror, Thriller']"
9,"['Lucy Shimmers and the Prince of Peace', 'The Glorias', '200 Meters', 'Balle perdue', 'Love Is Love Is Love', 'La nuée', 'Câmp de maci', 'The Deep Ones', 'Hasta el cielo', 'The Bay of Silence', 'Bloodthirsty', 'Held', 'Sadak 2', 'Zheng tu', 'O Último Banho', 'Fried Barry', ""Gabriel's Inferno: Part Two"", 'Really Love', 'Christmas with a Crown', 'The Unhealer', 'The Show', ""Soldier's Heart"", 'The Santa Box', 'Adieu les cons', 'Hard Luck Love Song', 'Minyan', 'Und morgen die ganze Welt', 'Klovn the Final', 'Quad', 'Magic Camp', 'Odd Man Rush', 'Der Überläufer', 'Rent-a-Pal', 'The Stand at Paxton County', 'Timmy Failure: Mistakes Were Made', 'Endless', 'Dune Drifter', 'She Dies Tomorrow', 'Droste no hate de bokura', 'Sorority Secrets', 'Mila', 'Jipuragirado jabgo sipeun jibseungdeul', 'Holly Slept Over', 'Echo Boomers', 'La nuit des rois', 'El olvido que seremos', 'Passion simple', 'Miami Bici', 'Sophie Jones', 'Disturbing the Peace']","['Drama, Family', 'Biography, Drama, History', 'Adventure, Drama', 'Action, Crime, Thriller', 'Comedy, Drama, Romance', 'Drama, Fantasy, Horror', 'Drama', 'Horror, Sci-Fi', 'Action, Adventure, Crime', 'Adventure, Thriller', 'Horror, Thriller', 'Horror, Mystery, Thriller', 'Action, Drama', 'Action, Adventure, Fantasy', 'Drama', 'Comedy, Horror, Sci-Fi', 'Romance', 'Drama, Romance', 'Romance', 'Action, Drama, Horror', 'Drama, Fantasy', 'Western', 'Family', 'Comedy, Drama', 'Drama, Music, Romance', 'Drama', 'Crime, Drama, Romance', 'Comedy', 'Biography, Drama', 'Comedy, Family, Fantasy', 'Comedy, Sport', 'Drama, History, War', 'Horror, Thriller', 'Drama, Thriller', 'Adventure, Comedy, Drama', 'Drama, Fantasy, Romance', 'Action, Drama, Sci-Fi', 'Drama, Fantasy, Horror', 'Comedy, Sci-Fi', 'Thriller', 'Comedy, Drama', 'Crime, Drama, Thriller', 'Comedy', 'Action, Crime, Drama', 'Drama, Fantasy', 'Drama, History', 'Drama, Romance', 'Comedy, Crime', 'Drama', 'Action, Thriller, Western']"
10,"['Uncorked', '001LithiumX', 'Go!', 'Baby Done', 'Thappad', 'Erotic', 'Four Kids and It', 'The Inheritance', 'Unbelievable!!!!!', 'Forensic', 'Enemy Lines', 'The Stylist', 'Sacrifice', 'Made in Abyss: Fukaki Tamashî no Reimei', ""Les choses qu'on dit, les choses qu'on fait"", 'Thunderbolt in Mine Eye', 'Modern Persuasion', 'Centigrade', 'Un triomphe', 'Chal Mera Putt 2', 'You', 'Ayyappanum Koshiyum', 'The Office Mix-Up', 'The Forty-Year-Old Version', 'The Jinkx and DeLa Holiday Special', 'The Bloodhound', 'No matarás', '18 regali', 'Gledelig jul', 'Chai dan zhuan jia 2', 'Death in Texas', 'The Banishing', 'Betonrausch', 'Guest House', 'A Sunburnt Christmas', 'Beyto', 'I Am Lisa', 'Amulet', 'Cowboys', 'Adverse', 'Yi miao zhong', 'Uncle Vanya', 'The Killing of Kenneth Chamberlain', 'The Book of Vision', 'Vampires vs. the Bronx', 'Girl Lost: A Hollywood Story', 'Unearth', 'One Night in Bangkok', 'Domangchin yeoja', 'Contra']","['Drama', 'Drama, Sci-Fi, Thriller', 'Family, Sport', 'Comedy', 'Drama', 'Musical, Romance', 'Family, Fantasy', 'Horror, Mystery, Thriller', 'Comedy, Sci-Fi', 'Crime, Mystery, Thriller', 'War', 'Drama, Horror', 'Horror, Mystery, Thriller', 'Animation, Adventure, Drama', 'Drama, Romance', 'Drama, Romance', 'Comedy, Romance', 'Drama, Thriller', 'Comedy, Drama', 'Drama', 'Drama', 'Action, Drama, Thriller', 'Comedy, Romance', 'Comedy, Drama', 'Comedy, Musical', 'Mystery, Thriller', 'Thriller', 'Drama', 'Comedy', 'Action, Crime, Thriller', 'Action, Drama', 'Horror, Thriller', 'Comedy, Drama', 'Comedy', 'Comedy', 'Drama', 'Horror, Thriller', 'Horror, Mystery', 'Drama', 'Crime, Thriller', 'Comedy, Drama, History', 'Drama', 'Drama, Thriller', 'Drama, Mystery', 'Comedy, Horror', 'Drama', 'Drama, Horror', 'Action, Crime, Drama', 'Drama', 'Comedy']"
